chembl_id,compound_name,SMILES,prelim_mechanistic_score,num_linked_proteins,num_key_pathways,approval_phase_max,in_known_drugs,source_files
CHEMBL5095049,PACRITINIB CITRATE,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,14.0,0,9,4.0,0,pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1743070,SILTUXIMAB,,13.5,1,3,4.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1078178,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,13.0,0,13,3.0,0,pathway_drug_candidates;mechanism_drug_candidate
CHEMBL3137308,PEFICITINIB,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,13.0,0,13,3.0,0,pathway_drug_candidates
CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,13.0,0,13,3.0,0,pathway_drug_candidates
CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,13.0,0,13,3.0,0,pathway_drug_candidates
CHEMBL4297477,BREPOCITINIB,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,13.0,0,12,3.0,0,pathway_drug_candidates
CHEMBL4596392,CRAVACITINIB,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,13.0,0,12,3.0,0,pathway_drug_candidates
CHEMBL3622820,ITACITINIB,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,13.0,0,11,3.0,0,pathway_drug_candidates
CHEMBL603469,LESTAURTINIB,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,13.0,0,9,3.0,0,pathway_drug_candidates
CHEMBL1762621,BARDOXOLONE METHYL,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,13.0,0,5,3.0,0,pathway_drug_candidates
CHEMBL2110727,CENICRIVIROC,CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1,12.5,2,2,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1743050,OLOKIZUMAB,,12.5,1,3,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL2108723,PEGINTERFERON LAMBDA-1A,,12.5,1,3,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL4594275,GUSACITINIB,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,12.0,0,13,2.0,0,pathway_drug_candidates
CHEMBL4650343,IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,12.0,0,13,2.0,0,pathway_drug_candidates
CHEMBL4116008,CERDULATINIB,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,12.0,0,12,2.0,0,pathway_drug_candidates
CHEMBL4459585,ROPSACITINIB,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,12.0,0,12,2.0,0,pathway_drug_candidates
CHEMBL3301606,SOLCITINIB,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,12.0,0,11,2.0,0,pathway_drug_candidates
CHEMBL3545225,INCB-047986,,12.0,0,11,2.0,0,pathway_drug_candidates
CHEMBL4577523,GOLIDOCITINIB,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,12.0,0,11,2.0,0,pathway_drug_candidates
CHEMBL2107823,GANDOTINIB,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,12.0,0,9,2.0,0,pathway_drug_candidates
CHEMBL495727,AT-9283,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,12.0,0,9,2.0,0,pathway_drug_candidates
CHEMBL3544945,SAR-113945,,12.0,0,5,2.0,0,pathway_drug_candidates
CHEMBL3545168,IMD-1041,,12.0,0,5,2.0,0,pathway_drug_candidates
CHEMBL1201830,RILONACEPT,,12.0,0,4,4.0,0,pathway_drug_candidates
CHEMBL1201562,INTERFERON BETA-1A,,11.5,1,2,4.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1201570,ANAKINRA,,11.5,1,2,4.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1201580,ADALIMUMAB,,11.5,1,2,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_of_actions
CHEMBL1201581,INFLIXIMAB,,11.5,1,2,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_of_actions
CHEMBL1201583,BEVACIZUMAB,,11.5,1,2,4.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1237022,TOCILIZUMAB,,11.5,1,2,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_of_actions
CHEMBL154,NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,11.5,1,2,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1743034,IXEKIZUMAB,,11.5,1,2,4.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL2108730,SARILUMAB,,11.5,1,2,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_of_actions
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,11.5,1,2,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,11.5,1,2,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL4802163,NEZULCITINIB,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,11.0,0,13,1.0,0,pathway_drug_candidates
CHEMBL1231124,AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,11.0,0,9,1.0,0,pathway_drug_candidates
CHEMBL1944698,ZOTIRACICLIB,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,11.0,0,9,1.0,0,pathway_drug_candidates
CHEMBL3545215,BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,11.0,0,9,1.0,0,pathway_drug_candidates
CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,11.0,0,9,1.0,0,pathway_drug_candidates
CHEMBL3545328,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,11.0,0,9,1.0,0,pathway_drug_candidates
CHEMBL4303389,NS-018,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,11.0,0,9,1.0,0,pathway_drug_candidates
CHEMBL1743026,GEVOKIZUMAB,,11.0,0,4,3.0,0,pathway_drug_candidates
CHEMBL4594518,LUTIKIZUMAB,,11.0,0,4,3.0,0,pathway_drug_candidates
CHEMBL2109343,LERONLIMAB,,10.5,1,2,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL3707325,LENZILUMAB,,10.5,1,2,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL4298207,ZILUCOPLAN,,10.5,1,2,3.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_of_actions
CHEMBL4650406,LEVILIMAB,,10.5,1,2,3.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_of_actions
CHEMBL4297572,ABBV-3373,,10.0,2,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL4297863,REMTOLUMAB,,10.0,1,3,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1021,NEPAFENAC,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1034,DICLOFENAC SODIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1070,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1077,BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1120,BISMUTH SUBSALICYLATE,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1200613,TOLMETIN SODIUM,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200760,BALSALAZIDE DISODIUM,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200804,DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200806,NAPROXEN SODIUM,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1201013,OLSALAZINE SODIUM,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O.[Na+].[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1201124,KETOROLAC TROMETHAMINE,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1201141,IBUPROFEN LYSINE,CC(C)Cc1ccc(C(C)C(=O)O)cc1.NCCCC[C@H](N)C(=O)O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1201180,DICLOFENAC EPOLAMINE,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.OCCN1CCCC1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1201572,ETANERCEPT,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1201828,ECULIZUMAB,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1201831,CERTOLIZUMAB PEGOL,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1201833,GOLIMUMAB,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1206690,PARECOXIB,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL122,ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL12610,BENZYDAMINE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1297,FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL139,DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL146095,GLAFENINE,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1562610,MECLOFENAMATE SODIUM,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1565476,APAZONE,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1569487,LORNOXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL15770,SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL15870,INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL175,DEXIBUPROFEN,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL188952,PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL189171,ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2103736,FENOPROFEN CALCIUM,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL2108222,ALOXIPRIN,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL296913,PARECOXIB SODIUM,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL3181947,BROMFENAC SODIUM,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL3833307,SATRALIZUMAB,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL3989676,OXYPHENBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O.O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL3989803,DIPYRONE,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL3989986,RAVULIZUMAB,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL404108,LUMIRACOXIB,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL416146,ETORICOXIB,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL4298086,POZELIMAB,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL469,KETOROLAC,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL509,MECLOFENAMIC ACID,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL521,IBUPROFEN,CC(C)Cc1ccc(C(C)C(=O)O)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL527,PIROXICAM,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL5315048,ZILUCOPLAN SODIUM,,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL563,FLURBIPROFEN,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL571,KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL599,MELOXICAM,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL622,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL686,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL704,MESALAMINE,Nc1ccc(O)c(C(=O)O)c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL75435,DEXKETOPROFEN,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL865,VALDECOXIB,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL898,DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL93645,ACECLOFENAC,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL956,SUPROFEN,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,10.0,1,2,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,9.5,2,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL107,COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,9.5,1,1,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1560,CAPTOPRIL,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,9.5,1,1,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL596,FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,9.5,1,1,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL877,TRANEXAMIC ACID,NC[C@H]1CC[C@H](C(=O)O)CC1,9.5,1,1,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL4297819,ROPEGINTERFERON ALFA-2B,,9.5,0,2,4.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1201346,BALSALAZIDE,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1528134,BENZYDAMINE HYDROCHLORIDE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL166863,POLMACOXIB,CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL2103831,NAPROXCINOD,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
